,Unnamed: 0,Unnamed: 0.1,Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text,ZIP_CODE
12589,119530,165132,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073009802,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.0,31.7,34.2,,,6101.0,"(32.7968558161, -117.014084081)",UNHBEH,SLEEP,666000.0,6073009802.0,Sleep,92119
12590,119531,165133,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073009804,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.6,29.1,32.0,,,4773.0,"(32.8085467985, -117.013447151)",UNHBEH,SLEEP,666000.0,6073009804.0,Sleep,92119
12591,119532,165134,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073009805,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.6,29.5,31.9,,,4715.0,"(32.8156079186, -117.034355272)",UNHBEH,SLEEP,666000.0,6073009805.0,Sleep,92119
12592,119533,165135,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073009901,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.9,29.1,35.3,,,626.0,"(32.688672486, -117.245739866)",UNHBEH,SLEEP,666000.0,6073009901.0,Sleep,92106
12593,119534,165136,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073009902,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,2.0,"(32.6999188362, -117.189912517)",UNHBEH,SLEEP,666000.0,6073009902.0,Sleep,92118
12594,119535,165137,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073010001,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,36.0,34.7,37.1,,,4097.0,"(32.5867029487, -117.055421812)",UNHBEH,SLEEP,666000.0,6073010001.0,Sleep,92154
12595,119536,165138,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073010003,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,36.8,35.6,37.7,,,5906.0,"(32.5788424652, -117.044093524)",UNHBEH,SLEEP,666000.0,6073010003.0,Sleep,92154
12596,119537,165139,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073010004,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,37.4,36.1,38.6,,,4679.0,"(32.5709004829, -117.052300802)",UNHBEH,SLEEP,666000.0,6073010004.0,Sleep,92154
12597,119538,165140,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073010005,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,38.0,36.2,39.6,,,7366.0,"(32.5641526553, -117.04961598)",UNHBEH,SLEEP,666000.0,6073010005.0,Sleep,92173
12598,119539,165141,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073010009,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,38.7,36.9,40.2,,,6693.0,"(32.5467405789, -117.052742517)",UNHBEH,SLEEP,666000.0,6073010009.0,Sleep,92173
12599,119540,165142,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073010010,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,36.4,35.0,37.7,,,5510.0,"(32.5783698075, -117.063696548)",UNHBEH,SLEEP,666000.0,6073010010.0,Sleep,92154
12600,119541,165143,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073010011,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,37.9,36.9,38.8,,,3633.0,"(32.57951473, -117.054779703)",UNHBEH,SLEEP,666000.0,6073010011.0,Sleep,92154
12601,119542,165144,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073010012,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,38.2,36.3,39.9,,,4581.0,"(32.5607791206, -117.058499483)",UNHBEH,SLEEP,666000.0,6073010012.0,Sleep,92173
12602,119543,165145,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073010013,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,39.5,38.0,41.1,,,5484.0,"(32.5555516995, -117.04745518)",UNHBEH,SLEEP,666000.0,6073010013.0,Sleep,92173
12603,119544,165146,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073010014,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,38.6,37.3,39.8,,,13017.0,"(32.5768625072, -116.998314621)",UNHBEH,SLEEP,666000.0,6073010014.0,Sleep,92154
12604,119545,165147,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073010015,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,36.4,35.1,37.6,,,2796.0,"(32.5569999115, -116.989847698)",UNHBEH,SLEEP,666000.0,6073010015.0,Sleep,92154
12605,119546,165148,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073010103,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,38.0,36.5,39.4,,,5437.0,"(32.5920054803, -117.100532977)",UNHBEH,SLEEP,666000.0,6073010103.0,Sleep,91932
12606,119547,165149,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073010104,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35.4,34.4,36.4,,,3217.0,"(32.5673603838, -117.097032119)",UNHBEH,SLEEP,666000.0,6073010104.0,Sleep,92154
12607,119548,165150,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073010106,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,38.0,36.8,39.2,,,5200.0,"(32.5717846018, -117.072317834)",UNHBEH,SLEEP,666000.0,6073010106.0,Sleep,92154
12608,119549,165151,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073010107,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,36.6,35.1,37.8,,,6498.0,"(32.5836830348, -117.078744886)",UNHBEH,SLEEP,666000.0,6073010107.0,Sleep,92154
12609,119550,165152,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073010109,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,37.5,36.2,38.6,,,4595.0,"(32.5490305261, -117.091361703)",UNHBEH,SLEEP,666000.0,6073010109.0,Sleep,92154
12610,119551,165153,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073010110,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,37.8,36.4,39.0,,,7298.0,"(32.5703962562, -117.088568344)",UNHBEH,SLEEP,666000.0,6073010110.0,Sleep,92154
12611,119552,165154,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073010111,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,38.2,36.3,39.7,,,3072.0,"(32.5641818994, -117.06623964)",UNHBEH,SLEEP,666000.0,6073010111.0,Sleep,92173
12612,119553,165155,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073010112,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,39.5,37.8,41.1,,,4764.0,"(32.5689086319, -117.080403258)",UNHBEH,SLEEP,666000.0,6073010112.0,Sleep,92154
12613,119554,165156,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073011300,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,36.1,33.8,37.7,,,5785.0,"(32.6946048458, -117.21325572)",UNHBEH,SLEEP,666000.0,6073011300.0,Sleep,92118
12614,119555,165157,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073011802,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,18.0,"(32.6887395822, -117.096261697)",UNHBEH,SLEEP,666000.0,6073011802.0,Sleep,92113
12615,119556,165158,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073013205,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,33.0,"(32.5922303152, -117.085907754)",UNHBEH,SLEEP,666000.0,6073013205.0,Sleep,92154
12616,119557,165159,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073013308,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,6.0,"(32.5897324089, -117.046388315)",UNHBEH,SLEEP,666000.0,6073013308.0,Sleep,91911
12617,119558,165160,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073014102,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,39.8,38.8,40.7,,,3698.0,"(32.7163208152, -117.038237256)",UNHBEH,SLEEP,666000.0,6073014102.0,Sleep,92114
12618,119559,165161,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073014700,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,5.0,"(32.7568880682, -117.052214864)",UNHBEH,SLEEP,666000.0,6073014700.0,Sleep,91942
12619,119560,165162,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017006,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.0,25.6,28.5,,,649.0,"(33.0159601809, -117.057018759)",UNHBEH,SLEEP,666000.0,6073017006.0,Sleep,92128
12620,119561,165163,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017014,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.5,22.2,26.7,,,2416.0,"(33.0159951099, -117.068221739)",UNHBEH,SLEEP,666000.0,6073017014.0,Sleep,92128
12621,119562,165164,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017015,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.4,29.9,32.8,,,7295.0,"(33.0346497309, -117.068762216)",UNHBEH,SLEEP,666000.0,6073017015.0,Sleep,92128
12622,119563,165165,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017018,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,36.3,35.1,37.6,,,3834.0,"(32.9615184519, -117.101887496)",UNHBEH,SLEEP,666000.0,6073017018.0,Sleep,
12623,119564,165166,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017019,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.4,24.7,28.2,,,5883.0,"(33.0414765585, -117.051147403)",UNHBEH,SLEEP,666000.0,6073017019.0,Sleep,92128
12624,119565,165167,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017022,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.1,29.5,32.8,,,5308.0,"(32.9060386955, -117.103942858)",UNHBEH,SLEEP,666000.0,6073017022.0,Sleep,92131
12625,119566,165168,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017029,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.8,29.6,32.2,,,4637.0,"(32.9887746588, -117.159731267)",UNHBEH,SLEEP,666000.0,6073017029.0,Sleep,92127
12626,119567,165169,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017030,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.1,28.7,31.6,,,8579.0,"(33.0308559731, -117.112913584)",UNHBEH,SLEEP,666000.0,6073017030.0,Sleep,92127
12627,119568,165170,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017031,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.3,31.8,34.8,,,3853.0,"(33.028142437, -117.08471859)",UNHBEH,SLEEP,666000.0,6073017031.0,Sleep,92127
12628,119569,165171,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017032,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.1,29.7,32.4,,,4947.0,"(33.0109837503, -117.089979411)",UNHBEH,SLEEP,666000.0,6073017032.0,Sleep,92127
12629,119570,165172,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017033,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.4,32.1,34.9,,,4694.0,"(32.9800566041, -117.115073882)",UNHBEH,SLEEP,666000.0,6073017033.0,Sleep,92129
12630,119571,165173,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017034,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.4,32.1,34.6,,,4747.0,"(32.9901498113, -117.09083701)",UNHBEH,SLEEP,666000.0,6073017034.0,Sleep,92129
12631,119572,165174,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017035,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,36.4,35.1,37.7,,,2354.0,"(32.9749589365, -117.09887924)",UNHBEH,SLEEP,666000.0,6073017035.0,Sleep,92129
12632,119573,165175,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017036,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.4,31.9,34.8,,,3276.0,"(32.9597794854, -117.122560258)",UNHBEH,SLEEP,666000.0,6073017036.0,Sleep,92129
12633,119574,165176,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017037,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.5,32.1,35.0,,,5880.0,"(32.9493660816, -117.119024169)",UNHBEH,SLEEP,666000.0,6073017037.0,Sleep,92129
12634,119575,165177,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017039,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.8,31.4,34.2,,,6921.0,"(32.957734635, -117.087424628)",UNHBEH,SLEEP,666000.0,6073017039.0,Sleep,92128
12635,119576,165178,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017042,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.7,32.6,35.0,,,7461.0,"(32.9406965178, -117.087968946)",UNHBEH,SLEEP,666000.0,6073017042.0,Sleep,92128
12636,119577,165179,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017043,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.8,32.4,35.2,,,5535.0,"(32.9282045342, -117.105765701)",UNHBEH,SLEEP,666000.0,6073017043.0,Sleep,92131
12637,119578,165180,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017044,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.7,31.3,34.2,,,5570.0,"(32.9282434323, -117.082189344)",UNHBEH,SLEEP,666000.0,6073017044.0,Sleep,
12638,119579,165181,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017045,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.1,30.4,33.8,,,2372.0,"(32.9297477429, -117.069878122)",UNHBEH,SLEEP,666000.0,6073017045.0,Sleep,92131
12639,119580,165182,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017046,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.8,29.3,32.3,,,3678.0,"(32.9182017142, -117.09402227)",UNHBEH,SLEEP,666000.0,6073017046.0,Sleep,92131
12640,119581,165183,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017047,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.1,28.5,31.8,,,4021.0,"(32.9144858184, -117.076648418)",UNHBEH,SLEEP,666000.0,6073017047.0,Sleep,92131
12641,119582,165184,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017051,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.4,29.1,31.7,,,4301.0,"(33.0037088232, -117.066506847)",UNHBEH,SLEEP,666000.0,6073017051.0,Sleep,92128
12642,119583,165185,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017052,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.8,29.6,32.1,,,4796.0,"(33.0009658938, -117.074991329)",UNHBEH,SLEEP,666000.0,6073017052.0,Sleep,92128
12643,119584,165186,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017055,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.7,31.3,34.2,,,5483.0,"(32.9794750998, -117.07285184)",UNHBEH,SLEEP,666000.0,6073017055.0,Sleep,92128
12644,119585,165187,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017056,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.9,31.5,34.4,,,4144.0,"(32.9799353092, -117.082964705)",UNHBEH,SLEEP,666000.0,6073017056.0,Sleep,92128
12645,119586,165188,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017106,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,26.0,"(32.9837978289, -117.225903341)",UNHBEH,SLEEP,666000.0,6073017106.0,Sleep,92014
12646,119587,165189,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017304,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,10.0,"(32.9808157199, -117.254980916)",UNHBEH,SLEEP,666000.0,6073017304.0,Sleep,
12647,119588,165190,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073017306,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.8,26.1,29.6,,,423.0,"(32.9829588926, -117.244131002)",UNHBEH,SLEEP,666000.0,6073017306.0,Sleep,92014
12648,119589,165191,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073020706,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,14.0,"(33.0921227367, -117.027219344)",UNHBEH,SLEEP,666000.0,6073020706.0,Sleep,92025
12649,119590,165192,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073020709,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,35.0,"(33.0978233448, -116.977195098)",UNHBEH,SLEEP,666000.0,6073020709.0,Sleep,92027
12650,119591,165193,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073020710,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.9,28.1,31.6,,,131.0,"(33.0764508332, -117.013202314)",UNHBEH,SLEEP,666000.0,6073020710.0,Sleep,92025
12651,119592,165194,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073020801,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,15.0,"(33.0835167117, -116.938247125)",UNHBEH,SLEEP,666000.0,6073020801.0,Sleep,
12652,119593,165195,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073021400,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.4,32.0,34.6,,,7225.0,"(32.7315864645, -117.220367315)",UNHBEH,SLEEP,666000.0,6073021400.0,Sleep,92106
12653,119594,165196,2014,CA,California,San Diego,Census Tract,BRFSS,Unhealthy Behaviors,0666000-06073021500,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.0,29.5,32.8,,,8846.0,"(32.9511062368, -117.188964468)",UNHBEH,SLEEP,666000.0,6073021500.0,Sleep,92130
12654,119595,165197,2014,CA,California,San Diego,City,BRFSS,Health Outcomes,0666000,Stroke among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,2.5,2.5,2.5,,,1307402.0,"(32.8355639418, -117.119792061)",HLTHOUT,STROKE,666000.0,,Stroke,
12655,119596,165198,2014,CA,California,San Diego,Census Tract,BRFSS,Health Outcomes,0666000-06073002711,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.3,2.2,2.5,,,3200.0,"(32.7389453474, -117.069393108)",HLTHOUT,STROKE,666000.0,6073002711.0,Stroke,92105
12656,119597,165199,2014,CA,California,San Diego,Census Tract,BRFSS,Health Outcomes,0666000-06073002712,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.0,3.7,4.4,,,4652.0,"(32.7297174853, -117.073330316)",HLTHOUT,STROKE,666000.0,6073002712.0,Stroke,92105
12657,119598,165200,2014,CA,California,San Diego,Census Tract,BRFSS,Health Outcomes,0666000-06073002801,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.8,1.6,2.0,,,3068.0,"(32.7755351083, -117.08379034)",HLTHOUT,STROKE,666000.0,6073002801.0,Stroke,92115
12658,119599,165201,2014,CA,California,San Diego,Census Tract,BRFSS,Health Outcomes,0666000-06073002803,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.0,2.6,3.3,,,5370.0,"(32.7638380814, -117.08359613)",HLTHOUT,STROKE,666000.0,6073002803.0,Stroke,92115
12659,119600,165202,2014,CA,California,San Diego,Census Tract,BRFSS,Health Outcomes,0666000-06073002804,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.0,1.8,2.3,,,4638.0,"(32.7647357612, -117.073901925)",HLTHOUT,STROKE,666000.0,6073002804.0,Stroke,92115
12660,119601,165203,2014,CA,California,San Diego,Census Tract,BRFSS,Health Outcomes,0666000-06073002902,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.5,2.2,2.7,,,5272.0,"(32.760410598, -117.05892287)",HLTHOUT,STROKE,666000.0,6073002902.0,Stroke,92115
12661,119602,165204,2014,CA,California,San Diego,Census Tract,BRFSS,Health Outcomes,0666000-06073002903,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.8,2.5,3.1,,,3717.0,"(32.7498572943, -117.055335266)",HLTHOUT,STROKE,666000.0,6073002903.0,Stroke,92115
12662,119603,165205,2014,CA,California,San Diego,Census Tract,BRFSS,Health Outcomes,0666000-06073002904,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.5,1.3,1.6,,,7316.0,"(32.7715643175, -117.062651532)",HLTHOUT,STROKE,666000.0,6073002904.0,Stroke,92115
12663,119604,165206,2014,CA,California,San Diego,Census Tract,BRFSS,Health Outcomes,0666000-06073002905,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.5,2.3,2.7,,,4022.0,"(32.7711381191, -117.049645218)",HLTHOUT,STROKE,666000.0,6073002905.0,Stroke,92115
12664,119605,165207,2014,CA,California,San Diego,Census Tract,BRFSS,Health Outcomes,0666000-06073003001,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.2,3.8,4.6,,,4226.0,"(32.7174917317, -117.075381321)",HLTHOUT,STROKE,666000.0,6073003001.0,Stroke,92114
12665,119606,165208,2014,CA,California,San Diego,Census Tract,BRFSS,Health Outcomes,0666000-06073003003,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.2,3.0,3.5,,,4675.0,"(32.7235416504, -117.057936984)",HLTHOUT,STROKE,666000.0,6073003003.0,Stroke,92114
12666,119607,165209,2014,CA,California,San Diego,Census Tract,BRFSS,Health Outcomes,0666000-06073003004,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.0,2.8,3.2,,,4940.0,"(32.7130821961, -117.060733851)",HLTHOUT,STROKE,666000.0,6073003004.0,Stroke,92114
12667,119608,165210,2014,CA,California,San Diego,Census Tract,BRFSS,Health Outcomes,0666000-06073003101,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.9,4.4,5.4,,,3785.0,"(32.6994123435, -117.08013169)",HLTHOUT,STROKE,666000.0,6073003101.0,Stroke,92114
12668,119609,165211,2014,CA,California,San Diego,Census Tract,BRFSS,Health Outcomes,0666000-06073003103,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.8,3.5,4.1,,,6256.0,"(32.7070139974, -117.044100793)",HLTHOUT,STROKE,666000.0,6073003103.0,Stroke,92114
12669,119610,165212,2014,CA,California,San Diego,Census Tract,BRFSS,Health Outcomes,0666000-06073003105,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.0,2.8,3.2,,,4167.0,"(32.7106980169, -117.029569914)",HLTHOUT,STROKE,666000.0,6073003105.0,Stroke,92114
12670,119611,165213,2014,CA,California,San Diego,Census Tract,BRFSS,Health Outcomes,0666000-06073003107,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.9,2.7,3.0,,,4733.0,"(32.7064274066, -117.02384748)",HLTHOUT,STROKE,666000.0,6073003107.0,Stroke,92114
12671,119612,165214,2014,CA,California,San Diego,Census Tract,BRFSS,Health Outcomes,0666000-06073003109,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.1,1.9,2.4,,,3358.0,"(32.6918458467, -117.055622913)",HLTHOUT,STROKE,666000.0,6073003109.0,Stroke,92114
12672,119613,165215,2014,CA,California,San Diego,Census Tract,BRFSS,Health Outcomes,0666000-06073003111,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.5,3.2,3.7,,,6183.0,"(32.7018513485, -117.076177579)",HLTHOUT,STROKE,666000.0,6073003111.0,Stroke,
